"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"NCDMORT3070","PUBLISHED","2015","EUR","","AUT","BTSX","11.5","11.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","AUT","FMLE","8.5","8.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","AUT","MLE","14.4","14.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","AUT","BTSX","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BHS","FMLE","16.7","16.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BHS","MLE","23.9","23.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BHS","BTSX","20.1","20.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BHS","FMLE","15.1","15.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BHS","MLE","22.4","22.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BHS","BTSX","18.5","18.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BHS","FMLE","13.8","13.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BHS","MLE","20.3","20.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BHS","BTSX","16.9","16.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BHS","FMLE","12.8","12.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BHS","MLE","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BHS","BTSX","15.6","15.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BHS","FMLE","12.7","12.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BHS","MLE","18.6","18.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BHS","BTSX","15.5","15.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EMR","","BHR","FMLE","24.3","24.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EMR","","BHR","MLE","22.7","22.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EMR","","BHR","BTSX","23.5","23.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EMR","","BHR","FMLE","17.2","17.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EMR","","BHR","MLE","18.7","18.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EMR","","BHR","BTSX","18.1","18.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EMR","","BHR","FMLE","13.7","13.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EMR","","BHR","MLE","14.2","14.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EMR","","BHR","BTSX","13.8","13.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EMR","","BHR","FMLE","12.2","12.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EMR","","BHR","MLE","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EMR","","BHR","BTSX","11.7","11.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EMR","","BHR","FMLE","11.9","11.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EMR","","BHR","MLE","10.9","10.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EMR","","BHR","BTSX","11.3","11.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","SEAR","","BGD","FMLE","23.1","23.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","SEAR","","BGD","MLE","19.7","19.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","SEAR","","BGD","BTSX","21.4","21.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","SEAR","","BGD","FMLE","22.3","22.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","SEAR","","BGD","MLE","21.5","21.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","SEAR","","BGD","BTSX","21.8","21.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","SEAR","","BGD","FMLE","21.9","21.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","SEAR","","BGD","MLE","22.4","22.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","SEAR","","BGD","BTSX","22.2","22.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","SEAR","","BGD","FMLE","20.7","20.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","SEAR","","BGD","MLE","22.7","22.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","SEAR","","BGD","BTSX","21.7","21.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","SEAR","","BGD","FMLE","20.4","20.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","SEAR","","BGD","MLE","22.6","22.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","SEAR","","BGD","BTSX","21.6","21.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","ARM","FMLE","21.0","21.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","ARM","MLE","35.4","35.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","EUR","","ARM","BTSX","27.8","27.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","ARM","FMLE","19.2","19.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","ARM","MLE","34.9","34.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","EUR","","ARM","BTSX","26.5","26.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","ARM","FMLE","17.9","17.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","ARM","MLE","35.1","35.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","EUR","","ARM","BTSX","25.9","25.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","ARM","FMLE","15.7","15.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","ARM","MLE","31.6","31.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","EUR","","ARM","BTSX","23.0","23.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","ARM","FMLE","15.0","15.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","ARM","MLE","30.9","30.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","EUR","","ARM","BTSX","22.3","22.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BRB","FMLE","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BRB","MLE","25.1","25.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","AMR","","BRB","BTSX","21.0","21.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BRB","FMLE","14.9","14.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BRB","MLE","23.3","23.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","AMR","","BRB","BTSX","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BRB","FMLE","14.6","14.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BRB","MLE","22.0","22.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","AMR","","BRB","BTSX","18.0","18.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BRB","FMLE","13.1","13.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BRB","MLE","19.9","19.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","AMR","","BRB","BTSX","16.3","16.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BRB","FMLE","12.9","12.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BRB","MLE","19.7","19.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","AMR","","BRB","BTSX","16.2","16.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
